District,Crop,Year,Area,Production,Yield,RH2M,GWETTOP,T2M_MAX,T2M_MIN,GWETROOT,WS2M_MAX,WS2M_MIN,PRECTOTCORR
Saptari,Maize,200102,3000,7500,2500,54.25,0.37,42.33,8.13,0.41,7.96,0.01,0
Saptari,Maize,200203,4000,9200,2300,55.88,0.39,41.26,6.01,0.43,8.82,0.04,0
Saptari,Maize,200304,4000,9200,2300,60.31,0.49,42.14,6.17,0.51,7.49,0.01,5.27
Saptari,Maize,200405,4000,9200,2300,58.31,0.48,43.11,8.6,0.48,8.98,0.03,5.27
Saptari,Maize,200506,4000,9500,2375,58.75,0.46,41.1,7.97,0.48,8.68,0.02,5.27
Saptari,Maize,200607,4000,8000,2000,62.69,0.51,40.8,5.47,0.52,8.09,0.02,5.27
Saptari,Maize,200708,4100,8250,2012,62.5,0.49,40.69,6.93,0.49,7.65,0.03,5.27
Saptari,Maize,200809,4000,8800,2200,56,0.44,42.22,7.37,0.47,7.11,0.03,5.27
Saptari,Maize,200910,4000,8000,2000,59.62,0.48,42.76,7.08,0.52,7.98,0.05,5.27
Saptari,Maize,201011,4000,8000,2000,62.81,0.54,39.33,6.24,0.55,8.84,0.03,5.27
Saptari,Maize,201112,4000,8000,2000,55.69,0.43,44.22,5.95,0.46,8.28,0.02,0
Saptari,Maize,201213,300,750,2500,60.31,0.47,41.37,1.87,0.48,9.37,0.04,5.27
Saptari,Maize,201314,3500,7800,2229,58.88,0.45,42.81,7.46,0.48,8.59,0.02,0
Saptari,Wheat,197980,8000,8800,1100,60.31,0.52,41,8.55,0.52,7.2,0.02,5.27
Saptari,Wheat,198081,5420,7050,1301,54.62,0.44,41.73,8.27,0.45,7.22,0.02,0
Saptari,Wheat,198182,4830,3380,700,48.31,0.37,44.6,7.48,0.43,9.12,0.02,0
Saptari,Wheat,198283,10240,15560,1520,53.62,0.44,43.11,5.4,0.46,8.25,0.04,5.27
Saptari,Wheat,198384,10280,12340,1200,55.12,0.45,43.05,6.4,0.48,7.78,0.02,5.27
Saptari,Wheat,198485,8250,9570,1160,53.81,0.43,42.15,6.63,0.46,8.77,0.02,0
Saptari,Wheat,198586,8000,8600,1075,55.56,0.48,43.38,6.9,0.52,7.88,0.04,5.27
Saptari,Wheat,198687,11460,14890,1299,53.38,0.44,43.97,8.82,0.46,10.95,0.04,0
Saptari,Wheat,198788,12700,17680,1392,49.06,0.38,44.94,6.24,0.43,9.34,0.01,0
Saptari,Wheat,198889,11920,17100,1435,50.25,0.36,43.09,7.33,0.41,8.75,0.04,0
Saptari,Wheat,199091,11480,18950,1651,47.75,0.34,44.57,7.79,0.42,9.21,0.02,0
Saptari,Wheat,199192,12050,17050,1415,44.12,0.31,42.7,7.16,0.38,11.28,0.02,0
Saptari,Wheat,199293,15780,15120,958,46.31,0.33,43.23,6.76,0.39,9.37,0.04,0
Saptari,Wheat,199394,15800,25090,1588,42.5,0.28,43.53,8.49,0.37,7.9,0.01,0
Saptari,Wheat,199495,17000,25122,1478,47.25,0.34,44.24,8.55,0.41,8.77,0.04,0
Saptari,Wheat,199596,18850,27200,1443,47.19,0.34,42.94,7.13,0.4,8.98,0.04,0
Saptari,Wheat,199697,18000,32230,1791,47.44,0.33,43.08,6.9,0.4,9.73,0.02,0
Saptari,Wheat,199798,17000,27000,1588,54,0.36,45.59,6.37,0.41,8.84,0.02,0
Saptari,Wheat,199899,11400,23120,2028,49.88,0.34,42.83,8.69,0.41,8.78,0.04,0
Saptari,Wheat,199900,18000,30600,1700,50,0.34,41.26,7.38,0.4,7.94,0.02,0
Saptari,Wheat,200001,15000,32400,2160,51.06,0.34,41.4,6.92,0.41,8.97,0.05,0
Saptari,Wheat,200102,18000,36000,2000,54.25,0.37,42.33,8.13,0.41,7.96,0.01,0
Saptari,Wheat,200203,18500,40700,2200,55.88,0.39,41.26,6.01,0.43,8.82,0.04,0
Saptari,Wheat,200304,16200,36500,2253,60.31,0.49,42.14,6.17,0.51,7.49,0.01,5.27
Saptari,Wheat,200405,16500,35500,2152,58.31,0.48,43.11,8.6,0.48,8.98,0.03,5.27
Saptari,Wheat,200506,12500,25500,2040,58.75,0.46,41.1,7.97,0.48,8.68,0.02,5.27
Saptari,Wheat,200607,15500,35650,2300,62.69,0.51,40.8,5.47,0.52,8.09,0.02,5.27
Saptari,Wheat,200708,15500,35650,2300,62.5,0.49,40.69,6.93,0.49,7.65,0.03,5.27
Saptari,Wheat,200809,15000,32085,2139,56,0.44,42.22,7.37,0.47,7.11,0.03,5.27
Saptari,Wheat,200910,15000,15000,1000,59.62,0.48,42.76,7.08,0.52,7.98,0.05,5.27
Saptari,Wheat,201011,20000,48000,2400,62.81,0.54,39.33,6.24,0.55,8.84,0.03,5.27
Saptari,Wheat,201112,18000,45600,2533,55.69,0.43,44.22,5.95,0.46,8.28,0.02,0
Saptari,Wheat,201213,15500,40000,2581,60.31,0.47,41.37,1.87,0.48,9.37,0.04,5.27
Saptari,Wheat,201314,16000,44000,2750,58.88,0.45,42.81,7.46,0.48,8.59,0.02,0
Morang,Paddy,197980,78430,139760,1782,62.81,0.59,38.92,8.27,0.59,7.2,0.01,5.27
Morang,Paddy,198081,78400,141100,1800,59,0.55,40.48,8.29,0.55,6.42,0.02,5.27
Morang,Paddy,198182,80470,152890,1900,52.19,0.47,41.79,7.01,0.52,9.38,0.02,5.27
Morang,Paddy,198283,74570,119180,1598,56.44,0.53,41.79,6.19,0.55,8.27,0.03,5.27
Morang,Paddy,198384,81670,156100,1911,56.94,0.52,41.67,7.73,0.55,7.3,0.03,5.27
Morang,Paddy,198485,80000,149980,1875,55.69,0.5,41.86,8.12,0.52,8.6,0.02,5.27
Morang,Paddy,198586,74830,154150,2060,57,0.53,42.02,7.66,0.55,7.5,0.02,5.27
Morang,Paddy,198687,73430,139620,1901,54.19,0.47,42.11,8.5,0.51,9.58,0.05,5.27
Morang,Paddy,198788,80070,169440,2116,51.69,0.46,43.54,6.17,0.51,8.79,0.03,5.27
Morang,Paddy,198889,80400,191600,2383,53.31,0.43,40.83,7.18,0.48,7.7,0.02,0
Morang,Paddy,199091,84400,200980,2381,51.56,0.44,43.53,7.61,0.52,8.49,0.01,0
Morang,Paddy,199192,80180,194890,2431,47.81,0.39,42.24,7.14,0.46,11.2,0.04,0
Morang,Paddy,199293,70150,161350,2300,48.69,0.38,41.69,6.98,0.45,8.07,0.03,0
Morang,Paddy,199394,95980,243691,2539,45.38,0.34,43.33,8.76,0.44,6.71,0.02,0
Morang,Paddy,199495,81555,171565,2104,49.25,0.39,43.41,8.3,0.47,8.09,0.02,0
Morang,Paddy,199596,91405,237379,2597,50.31,0.42,41.86,7.86,0.48,9.21,0.01,0
Morang,Paddy,199697,92700,241940,2610,51.12,0.41,41.76,7.02,0.48,8.77,0.04,0
Morang,Paddy,199798,92750,234680,2530,58.75,0.51,43.76,6.56,0.54,8.23,0.01,5.27
Morang,Paddy,199899,92800,240280,2589,55.75,0.48,41.78,8.43,0.52,8.75,0.01,5.27
Morang,Paddy,199900,95050,265887,2797,54.25,0.42,39.8,7.24,0.47,6.92,0.02,0
Morang,Paddy,200001,95000,294500,3100,55.19,0.44,40.45,7.16,0.5,7.62,0.02,0
Morang,Paddy,200102,85000,263741,3103,59.31,0.48,41.28,8.22,0.5,7.95,0.03,0
Morang,Paddy,200203,94789,294435,3106,59.44,0.48,39.78,6.28,0.51,8.8,0.02,5.27
Morang,Paddy,200304,94790,311250,3284,62.81,0.55,41.24,6.48,0.57,7.01,0.03,5.27
Morang,Paddy,200405,98000,321832,3284,60.94,0.55,41.3,8.9,0.56,8.8,0.02,5.27
Morang,Paddy,200506,98070,305740.4,3118,60.81,0.53,40.27,8.26,0.55,8.77,0.04,5.27
Morang,Paddy,200607,81360,242476,2980,64.31,0.58,39.16,6.66,0.59,6.82,0.02,5.27
Morang,Paddy,200708,88290,273699,3100,64.5,0.56,39.12,7.26,0.57,6.87,0.02,5.27
Morang,Paddy,200809,88200,279912,3174,59.19,0.52,40.19,7.67,0.55,9.27,0.02,5.27
Morang,Paddy,200910,77120,244500,3170,62.25,0.58,41.08,7.36,0.61,8.24,0.03,5.27
Morang,Paddy,201011,78200,258060,3300,65,0.6,37.65,6.48,0.61,8.07,0.03,5.27
Morang,Paddy,201112,78200,277610,3550,58.44,0.53,42.64,6.19,0.55,8.02,0.06,5.27
Morang,Paddy,201213,82840,259289,3130,62.56,0.58,41.03,2.54,0.6,8.84,0.02,5.27
Morang,Paddy,201314,83525,332100,3976,60.69,0.55,41.37,8.03,0.56,8.38,0.02,5.27
Morang,Millet,197980,1100,950,864,62.81,0.59,38.92,8.27,0.59,7.2,0.01,5.27
Morang,Millet,198081,1000,950,950,59,0.55,40.48,8.29,0.55,6.42,0.02,5.27
Morang,Millet,198182,750,530,707,52.19,0.47,41.79,7.01,0.52,9.38,0.02,5.27
Morang,Millet,198283,700,840,1200,56.44,0.53,41.79,6.19,0.55,8.27,0.03,5.27
Morang,Millet,198384,1140,1030,904,56.94,0.52,41.67,7.73,0.55,7.3,0.03,5.27
Morang,Millet,198485,970,970,1000,55.69,0.5,41.86,8.12,0.52,8.6,0.02,5.27
Morang,Millet,198586,1000,950,950,57,0.53,42.02,7.66,0.55,7.5,0.02,5.27
Morang,Millet,198687,990,890,899,54.19,0.47,42.11,8.5,0.51,9.58,0.05,5.27
Morang,Millet,198788,1670,1330,796,51.69,0.46,43.54,6.17,0.51,8.79,0.03,5.27
Morang,Millet,198889,1100,1110,1009,53.31,0.43,40.83,7.18,0.48,7.7,0.02,0
Morang,Millet,199091,1000,1090,1090,51.56,0.44,43.53,7.61,0.52,8.49,0.01,0
Morang,Millet,199192,1150,1250,1087,47.81,0.39,42.24,7.14,0.46,11.2,0.04,0
Morang,Millet,199293,1280,1280,1000,48.69,0.38,41.69,6.98,0.45,8.07,0.03,0
Morang,Millet,199394,2150,2257,1050,45.38,0.34,43.33,8.76,0.44,6.71,0.02,0
Morang,Millet,199495,1280,1188,928,49.25,0.39,43.41,8.3,0.47,8.09,0.02,0
Morang,Millet,199596,1285,1156,900,50.31,0.42,41.86,7.86,0.48,9.21,0.01,0
Morang,Millet,199697,1280,1160,906,51.12,0.41,41.76,7.02,0.48,8.77,0.04,0
Morang,Millet,199798,1285,1157,900,58.75,0.51,43.76,6.56,0.54,8.23,0.01,5.27
Morang,Millet,199899,1285,1157,900,55.75,0.48,41.78,8.43,0.52,8.75,0.01,5.27
Morang,Millet,199900,1340,1474,1100,54.25,0.42,39.8,7.24,0.47,6.92,0.02,0
Morang,Millet,200001,1349,1510,1119,55.19,0.44,40.45,7.16,0.5,7.62,0.02,0
Morang,Millet,200102,1340,1474,1100,59.31,0.48,41.28,8.22,0.5,7.95,0.03,0
Morang,Millet,200203,1300,1300,1000,59.44,0.48,39.78,6.28,0.51,8.8,0.02,5.27
Morang,Millet,200304,1300,1500,1154,62.81,0.55,41.24,6.48,0.57,7.01,0.03,5.27
Morang,Millet,200405,1395,1500,1075,60.94,0.55,41.3,8.9,0.56,8.8,0.02,5.27
Morang,Millet,200506,1310,1637,1250,60.81,0.53,40.27,8.26,0.55,8.77,0.04,5.27
Morang,Millet,200607,1325,1335,1008,64.31,0.58,39.16,6.66,0.59,6.82,0.02,5.27
Morang,Millet,200708,1345,1604,1193,64.5,0.56,39.12,7.26,0.57,6.87,0.02,5.27
Morang,Millet,200809,1415,1698,1200,59.19,0.52,40.19,7.67,0.55,9.27,0.02,5.27
Morang,Millet,200910,1455,1746,1200,62.25,0.58,41.08,7.36,0.61,8.24,0.03,5.27
Morang,Millet,201011,1430,1716,1200,65,0.6,37.65,6.48,0.61,8.07,0.03,5.27
Morang,Millet,201112,1510,1812,1200,58.44,0.53,42.64,6.19,0.55,8.02,0.06,5.27
Morang,Millet,201213,1510,1812,1200,62.56,0.58,41.03,2.54,0.6,8.84,0.02,5.27
Morang,Millet,201314,1500,1800,1200,60.69,0.55,41.37,8.03,0.56,8.38,0.02,5.27
Morang,Barley,197980,50,50,1000,62.81,0.59,38.92,8.27,0.59,7.2,0.01,5.27
Morang,Barley,198081,100,90,900,59,0.55,40.48,8.29,0.55,6.42,0.02,5.27
Morang,Barley,198182,100,80,800,52.19,0.47,41.79,7.01,0.52,9.38,0.02,5.27
Morang,Barley,198283,80,70,875,56.44,0.53,41.79,6.19,0.55,8.27,0.03,5.27
Morang,Barley,198384,80,70,875,56.94,0.52,41.67,7.73,0.55,7.3,0.03,5.27
Morang,Barley,198485,50,40,800,55.69,0.5,41.86,8.12,0.52,8.6,0.02,5.27
Morang,Barley,198586,80,70,875,57,0.53,42.02,7.66,0.55,7.5,0.02,5.27
Morang,Barley,198687,90,80,889,54.19,0.47,42.11,8.5,0.51,9.58,0.05,5.27
Morang,Barley,198788,90,80,889,51.69,0.46,43.54,6.17,0.51,8.79,0.03,5.27
Morang,Barley,198889,100,90,900,53.31,0.43,40.83,7.18,0.48,7.7,0.02,0
Morang,Barley,199091,110,100,909,51.56,0.44,43.53,7.61,0.52,8.49,0.01,0
Morang,Barley,199192,70,110,1571,47.81,0.39,42.24,7.14,0.46,11.2,0.04,0
Morang,Barley,199293,30,70,2333,48.69,0.38,41.69,6.98,0.45,8.07,0.03,0
Morang,Barley,199394,30,30,1000,45.38,0.34,43.33,8.76,0.44,6.71,0.02,0
Morang,Barley,199495,30,30,1000,49.25,0.39,43.41,8.3,0.47,8.09,0.02,0
Morang,Barley,199596,30,30,1000,50.31,0.42,41.86,7.86,0.48,9.21,0.01,0
Morang,Barley,199697,30,30,1000,51.12,0.41,41.76,7.02,0.48,8.77,0.04,0
Morang,Barley,199798,30,30,1000,58.75,0.51,43.76,6.56,0.54,8.23,0.01,5.27
Morang,Barley,199899,90,30,333,55.75,0.48,41.78,8.43,0.52,8.75,0.01,5.27
Morang,Barley,199900,0,0,0,54.25,0.42,39.8,7.24,0.47,6.92,0.02,0
Morang,Barley,200001,0,0,0,55.19,0.44,40.45,7.16,0.5,7.62,0.02,0
Morang,Barley,200102,0,0,0,59.31,0.48,41.28,8.22,0.5,7.95,0.03,0
Morang,Barley,200203,0,0,0,59.44,0.48,39.78,6.28,0.51,8.8,0.02,5.27
Morang,Barley,200304,27,41,1519,62.81,0.55,41.24,6.48,0.57,7.01,0.03,5.27
Morang,Barley,200405,0,0,0,60.94,0.55,41.3,8.9,0.56,8.8,0.02,5.27
Morang,Barley,200506,0,0,0,60.81,0.53,40.27,8.26,0.55,8.77,0.04,5.27
Morang,Barley,200607,0,0,0,64.31,0.58,39.16,6.66,0.59,6.82,0.02,5.27
Morang,Barley,200708,0,0,0,64.5,0.56,39.12,7.26,0.57,6.87,0.02,5.27
Morang,Barley,200809,0,0,0,59.19,0.52,40.19,7.67,0.55,9.27,0.02,5.27
Morang,Barley,200910,0,0,0,62.25,0.58,41.08,7.36,0.61,8.24,0.03,5.27
Morang,Barley,201011,0,0,0,65,0.6,37.65,6.48,0.61,8.07,0.03,5.27
Morang,Barley,201112,0,0,0,58.44,0.53,42.64,6.19,0.55,8.02,0.06,5.27
Morang,Barley,201213,0,0,0,62.56,0.58,41.03,2.54,0.6,8.84,0.02,5.27
Morang,Barley,201314,0,0,0,60.69,0.55,41.37,8.03,0.56,8.38,0.02,5.27
Morang,Maize,197980,5400,8100,1500,62.81,0.59,38.92,8.27,0.59,7.2,0.01,5.27
Morang,Maize,198081,6000,9540,1590,59,0.55,40.48,8.29,0.55,6.42,0.02,5.27
Morang,Maize,198182,9040,14460,1600,52.19,0.47,41.79,7.01,0.52,9.38,0.02,5.27
Morang,Maize,198283,12100,20550,1698,56.44,0.53,41.79,6.19,0.55,8.27,0.03,5.27
Morang,Maize,198384,11340,20210,1782,56.94,0.52,41.67,7.73,0.55,7.3,0.03,5.27
Morang,Maize,198485,8800,15250,1733,55.69,0.5,41.86,8.12,0.52,8.6,0.02,5.27
Morang,Maize,198586,7500,11250,1500,57,0.53,42.02,7.66,0.55,7.5,0.02,5.27
Morang,Maize,198687,8310,11820,1422,54.19,0.47,42.11,8.5,0.51,9.58,0.05,5.27
Morang,Maize,198788,6790,11930,1757,51.69,0.46,43.54,6.17,0.51,8.79,0.03,5.27
Morang,Maize,198889,9000,13500,1500,53.31,0.43,40.83,7.18,0.48,7.7,0.02,0
Morang,Maize,199091,12350,21250,1721,51.56,0.44,43.53,7.61,0.52,8.49,0.01,0
Morang,Maize,199192,11680,24450,2093,47.81,0.39,42.24,7.14,0.46,11.2,0.04,0
Morang,Maize,199293,13400,28140,2100,48.69,0.38,41.69,6.98,0.45,8.07,0.03,0
Morang,Maize,199394,14000,27496,1964,45.38,0.34,43.33,8.76,0.44,6.71,0.02,0
Morang,Maize,199495,14200,26980,1900,49.25,0.39,43.41,8.3,0.47,8.09,0.02,0
Morang,Maize,199596,14250,25650,1800,50.31,0.42,41.86,7.86,0.48,9.21,0.01,0
Morang,Maize,199697,14000,26580,1899,51.12,0.41,41.76,7.02,0.48,8.77,0.04,0
Morang,Maize,199798,14000,26600,1900,58.75,0.51,43.76,6.56,0.54,8.23,0.01,5.27
Morang,Maize,199899,14100,26650,1890,55.75,0.48,41.78,8.43,0.52,8.75,0.01,5.27
Morang,Maize,199900,14909,22064,1480,54.25,0.42,39.8,7.24,0.47,6.92,0.02,0
Morang,Maize,200001,14100,25380,1800,55.19,0.44,40.45,7.16,0.5,7.62,0.02,0
Morang,Maize,200102,14005,22064,1575,59.31,0.48,41.28,8.22,0.5,7.95,0.03,0
Morang,Maize,200203,14100,25520,1810,59.44,0.48,39.78,6.28,0.51,8.8,0.02,5.27
Morang,Maize,200304,14100,25520,1810,62.81,0.55,41.24,6.48,0.57,7.01,0.03,5.27
Morang,Maize,200405,14925,29830,1999,60.94,0.55,41.3,8.9,0.56,8.8,0.02,5.27
Morang,Maize,200506,15500,34940,2254,60.81,0.53,40.27,8.26,0.55,8.77,0.04,5.27
Morang,Maize,200607,15000,31500,2100,64.31,0.58,39.16,6.66,0.59,6.82,0.02,5.27
Morang,Maize,200708,15100,34175,2263,64.5,0.56,39.12,7.26,0.57,6.87,0.02,5.27
Morang,Maize,200809,15170,35200,2320,59.19,0.52,40.19,7.67,0.55,9.27,0.02,5.27
Morang,Maize,200910,19220,42130,2192,62.25,0.58,41.08,7.36,0.61,8.24,0.03,5.27
Morang,Maize,201011,16100,45300,2814,65,0.6,37.65,6.48,0.61,8.07,0.03,5.27
Morang,Maize,201112,15100,45300,3000,58.44,0.53,42.64,6.19,0.55,8.02,0.06,5.27
Morang,Maize,201213,1630,5379,3300,62.56,0.58,41.03,2.54,0.6,8.84,0.02,5.27
Morang,Maize,201314,15000,50000,3333,60.69,0.55,41.37,8.03,0.56,8.38,0.02,5.27
Morang,Wheat,197980,12500,15000,1200,62.81,0.59,38.92,8.27,0.59,7.2,0.01,5.27
Morang,Wheat,198081,11300,15250,1350,59,0.55,40.48,8.29,0.55,6.42,0.02,5.27
Morang,Wheat,198182,10200,18770,1840,52.19,0.47,41.79,7.01,0.52,9.38,0.02,5.27
Morang,Wheat,198283,13310,20090,1509,56.44,0.53,41.79,6.19,0.55,8.27,0.03,5.27
Morang,Wheat,198384,12350,19760,1600,56.94,0.52,41.67,7.73,0.55,7.3,0.03,5.27
Morang,Wheat,198485,9260,12590,1360,55.69,0.5,41.86,8.12,0.52,8.6,0.02,5.27
Morang,Wheat,198586,9000,13480,1498,57,0.53,42.02,7.66,0.55,7.5,0.02,5.27
Morang,Wheat,198687,13900,22240,1600,54.19,0.47,42.11,8.5,0.51,9.58,0.05,5.27
Morang,Wheat,198788,14010,22820,1629,51.69,0.46,43.54,6.17,0.51,8.79,0.03,5.27
Morang,Wheat,198889,13330,23960,1797,53.31,0.43,40.83,7.18,0.48,7.7,0.02,0
Morang,Wheat,199091,13400,21990,1641,51.56,0.44,43.53,7.61,0.52,8.49,0.01,0
Morang,Wheat,199192,20650,21840,1058,47.81,0.39,42.24,7.14,0.46,11.2,0.04,0
Morang,Wheat,199293,20000,29940,1497,48.69,0.38,41.69,6.98,0.45,8.07,0.03,0
Morang,Wheat,199394,20425,35000,1714,45.38,0.34,43.33,8.76,0.44,6.71,0.02,0
Morang,Wheat,199495,17940,35744,1992,49.25,0.39,43.41,8.3,0.47,8.09,0.02,0
Morang,Wheat,199596,17690,30495,1724,50.31,0.42,41.86,7.86,0.48,9.21,0.01,0
Morang,Wheat,199697,16100,31500,1957,51.12,0.41,41.76,7.02,0.48,8.77,0.04,0
Morang,Wheat,199798,14950,28980,1938,58.75,0.51,43.76,6.56,0.54,8.23,0.01,5.27
Morang,Wheat,199899,14000,28068,2005,55.75,0.48,41.78,8.43,0.52,8.75,0.01,5.27
Morang,Wheat,199900,16950,32200,1900,54.25,0.42,39.8,7.24,0.47,6.92,0.02,0
Morang,Wheat,200001,16165,32200,1992,55.19,0.44,40.45,7.16,0.5,7.62,0.02,0
Morang,Wheat,200102,20224,43470,2149,59.31,0.48,41.28,8.22,0.5,7.95,0.03,0
Morang,Wheat,200203,20185,46425,2300,59.44,0.48,39.78,6.28,0.51,8.8,0.02,5.27
Morang,Wheat,200304,17057,36716,2153,62.81,0.55,41.24,6.48,0.57,7.01,0.03,5.27
Morang,Wheat,200405,17157,38710,2256,60.94,0.55,41.3,8.9,0.56,8.8,0.02,5.27
Morang,Wheat,200506,17150,37745,2201,60.81,0.53,40.27,8.26,0.55,8.77,0.04,5.27
Morang,Wheat,200607,18500,42550,2300,64.31,0.58,39.16,6.66,0.59,6.82,0.02,5.27
Morang,Wheat,200708,20690,49656,2400,64.5,0.56,39.12,7.26,0.57,6.87,0.02,5.27
Morang,Wheat,200809,20275,44690,2204,59.19,0.52,40.19,7.67,0.55,9.27,0.02,5.27
Morang,Wheat,200910,22200,22200,1000,62.25,0.58,41.08,7.36,0.61,8.24,0.03,5.27
Morang,Wheat,201011,22200,52500,2365,65,0.6,37.65,6.48,0.61,8.07,0.03,5.27
Morang,Wheat,201112,16875,40438,2396,58.44,0.53,42.64,6.19,0.55,8.02,0.06,5.27
Morang,Wheat,201213,16000,36438,2277,62.56,0.58,41.03,2.54,0.6,8.84,0.02,5.27
Morang,Wheat,201314,16345,39900,2441,60.69,0.55,41.37,8.03,0.56,8.38,0.02,5.27
Chitwan,Paddy,197980,24840,45500,1832,55.75,0.52,42.77,7.96,0.54,6.13,0.02,5.27
Chitwan,Paddy,198081,24820,48190,1942,50.12,0.43,42.8,7.01,0.46,6.93,0.02,0
Chitwan,Paddy,198182,24930,62000,2487,42.44,0.32,45.98,6.56,0.41,8.87,0.03,0
Chitwan,Paddy,198283,27920,56160,2011,47.25,0.41,44.78,4.4,0.47,7.57,0.03,0
Chitwan,Paddy,198384,28780,74110,2575,50.12,0.43,43.8,5.9,0.49,7.59,0.05,0
Chitwan,Paddy,198485,28870,76390,2646,45.38,0.38,43.14,7.17,0.44,7.29,0.01,0
Chitwan,Paddy,198586,29370,82240,2800,48.12,0.42,44.19,6.68,0.48,6.97,0.05,0
Chitwan,Paddy,198687,29720,70030,2356,49,0.44,43.84,7.87,0.46,5.05,0.05,0
Chitwan,Paddy,198788,28500,87650,3075,42.94,0.34,44.61,4.87,0.42,8.17,0.02,0
Chitwan,Paddy,198889,27830,75140,2700,47.5,0.4,44.18,7.41,0.48,6.59,0.02,0
Chitwan,Paddy,199091,28000,92300,3296,41.06,0.3,44.58,7.05,0.41,6.78,0.03,0
Chitwan,Paddy,199192,30500,96420,3161,41.44,0.31,43.73,6.38,0.41,9.12,0.03,0
Chitwan,Paddy,199293,25340,73480,2900,41.75,0.33,44.85,6.48,0.41,7.19,0.02,0
Chitwan,Paddy,199394,25620,66870,2610,40.5,0.3,44.88,6.75,0.41,6.66,0.02,0
Chitwan,Paddy,199495,27151,73550,2709,44.19,0.34,44.08,7.72,0.43,7.42,0.04,0
Chitwan,Paddy,199596,30500,79758,2615,46.12,0.38,44.21,7.79,0.44,9.64,0.02,0
Chitwan,Paddy,199697,31000,82150,2650,42.25,0.3,43.98,5.77,0.4,7.66,0.05,0
Chitwan,Paddy,199798,32250,85462,2650,48.12,0.36,45.3,6.29,0.44,8.41,0.03,0
Chitwan,Paddy,199899,32300,87210,2700,41.56,0.3,44.21,8.15,0.4,7.82,0.03,0
Chitwan,Paddy,199900,33685,92500,2746,46.06,0.36,42.75,5.32,0.45,6.72,0.04,0
Chitwan,Paddy,200001,33700,103830,3081,46.44,0.35,43.65,4.65,0.44,6.7,0.02,0
Chitwan,Paddy,200102,33800,112025,3314,43.56,0.31,43.8,8.19,0.39,6.74,0.02,0
Chitwan,Paddy,200203,31876,98815,3100,46.06,0.34,43.48,5.3,0.41,5.77,0.02,0
Chitwan,Paddy,200304,32600,91280,2800,55.62,0.5,42.94,5.27,0.52,6.27,0.02,5.27
Chitwan,Paddy,200405,33465,93702,2800,54.69,0.5,44.37,8.13,0.53,7.7,0.01,5.27
Chitwan,Paddy,200506,32972,78280,2374,56.75,0.5,41.6,6.89,0.52,7.83,0.01,5.27
Chitwan,Paddy,200607,28717,80407.6,2800,60,0.55,41.47,5.25,0.56,5.91,0.02,5.27
Chitwan,Paddy,200708,32755,105700,3227,60.62,0.57,41.43,6.12,0.6,5.27,0.02,5.27
Chitwan,Paddy,200809,32755,107815,3292,52.06,0.45,41.98,5.62,0.5,7.8,0.02,5.27
Chitwan,Paddy,200910,29605,85406,2885,53.94,0.46,43.25,5.13,0.52,6.78,0.01,5.27
Chitwan,Paddy,201011,32770,110944,3386,58.5,0.52,40.11,3.73,0.54,5.35,0.03,5.27
Chitwan,Paddy,201112,29655,103495.95,3490,54.62,0.48,44.87,3.96,0.52,6.96,0.02,5.27
Chitwan,Paddy,201213,28625,94800,3312,62.69,0.59,41.95,1.8,0.6,7.52,0.02,5.27
Chitwan,Paddy,201314,29575,100555,3400,59.81,0.58,42.63,5.9,0.59,7.42,0.02,5.27
Chitwan,Millet,197980,1000,940,940,55.75,0.52,42.77,7.96,0.54,6.13,0.02,5.27
Chitwan,Millet,198081,1100,1040,945,50.12,0.43,42.8,7.01,0.46,6.93,0.02,0
Chitwan,Millet,198182,660,660,1000,42.44,0.32,45.98,6.56,0.41,8.87,0.03,0
Chitwan,Millet,198283,750,700,933,47.25,0.41,44.78,4.4,0.47,7.57,0.03,0
Chitwan,Millet,198384,550,550,1000,50.12,0.43,43.8,5.9,0.49,7.59,0.05,0
Chitwan,Millet,198485,600,600,1000,45.38,0.38,43.14,7.17,0.44,7.29,0.01,0
Chitwan,Millet,198586,770,620,805,48.12,0.42,44.19,6.68,0.48,6.97,0.05,0
Chitwan,Millet,198687,680,600,882,49,0.44,43.84,7.87,0.46,5.05,0.05,0
Chitwan,Millet,198788,560,560,1000,42.94,0.34,44.61,4.87,0.42,8.17,0.02,0
Chitwan,Millet,198889,810,890,1099,47.5,0.4,44.18,7.41,0.48,6.59,0.02,0
Chitwan,Millet,199091,700,810,1157,41.06,0.3,44.58,7.05,0.41,6.78,0.03,0
Chitwan,Millet,199192,700,800,1143,41.44,0.31,43.73,6.38,0.41,9.12,0.03,0
Chitwan,Millet,199293,700,820,1171,41.75,0.33,44.85,6.48,0.41,7.19,0.02,0
Chitwan,Millet,199394,1050,1155,1100,40.5,0.3,44.88,6.75,0.41,6.66,0.02,0
Chitwan,Millet,199495,1500,1550,1033,44.19,0.34,44.08,7.72,0.43,7.42,0.04,0
Chitwan,Millet,199596,2000,1960,980,46.12,0.38,44.21,7.79,0.44,9.64,0.02,0
Chitwan,Millet,199697,2000,2000,1000,42.25,0.3,43.98,5.77,0.4,7.66,0.05,0
Chitwan,Millet,199798,1500,1425,950,48.12,0.36,45.3,6.29,0.44,8.41,0.03,0
Chitwan,Millet,199899,1500,1425,950,41.56,0.3,44.21,8.15,0.4,7.82,0.03,0
